NDF-RT Code	NDF-RT Name
N0000179579	live yeast cell derivative
N0000170925	Liver Extracts
N0000168519	Liver Glycogen
N0000193140	Liver X Receptors
N0000167203	Lobeline
N0000006551	lodoxamide tromethamine
N0000167255	Lofepramine
N0000179168	lofexidine
N0000006273	lomefloxacin
N0000007072	Lomustine
N0000169363	Long-Acting Thyroid Stimulator
N0000189414	Long-Chain-3-Hydroxyacyl-CoA Dehydrogenase
N0000007084	Loperamide
N0000179423	Loperamide Hydrochloride
N0000179581	Lopinavir
N0000005031	loracarbef
N0000189393	Lorajmine
N0000006315	Loratadine
N0000007094	Lorazepam
N0000005774	Losartan
N0000179615	Losartan Potassium
N0000179334	Loteprednol Etabonate
N0000007106	Lovastatin
N0000169502	Low Density Lipoprotein Receptor-Related Protein-1
N0000171163	Low Density Lipoprotein Receptor-Related Protein-2
N0000183491	Low Density Lipoprotein Receptor-Related Protein-5
N0000183492	Low Density Lipoprotein Receptor-Related Protein-6
N0000007121	Loxapine
N0000178931	Loxapine Succinate
N0000175352	Lubiprostone
N0000167264	Lucanthone
N0000168431	Lucensomycin
N0000169112	Luciferases
N0000169114	Luciferases, Bacterial
N0000169113	Luciferases, Firefly
N0000169115	Luciferases, Renilla
N0000192956	Lumican
N0000166906	Lumicolchicines
N0000169109	Luminescent Proteins
N0000167112	Luminol
N0000170931	Lupus Coagulation Inhibitor
N0000191973	Lurasidone Hydrochloride
N0000171226	Lutein
N0000006707	Luteinizing Hormone
N0000170344	Luteinizing Hormone, beta Subunit
N0000167024	Luteolin
N0000166227	Lutetium
N0000171120	Lutheran Blood-Group System
N0000008273	Lyases
N0000010541	lycopene
N0000166220	Lye
N0000170888	Lyme Disease Vaccines
N0000167346	Lymecycline
N0000171083	Lymphocyte Antigen 96
N0000171339	Lymphocyte Function-Associated Antigen-1
N0000169098	Lymphocyte Specific Protein Tyrosine Kinase p56(lck)
N0000169952	Lymphoid Enhancer-Binding Factor 1
N0000011345	Lymphokines
N0000175316	Lymphotoxin alpha1, beta2 Heterotrimer
N0000175249	Lymphotoxin beta Receptor
N0000170421	Lymphotoxin-alpha
N0000175317	Lymphotoxin-beta
N0000167400	Lynestrenol
N0000171401	Lyngbya Toxins
N0000006248	Lypressin
N0000167297	Lysergic Acid
N0000167298	Lysergic Acid Diethylamide
N0000006260	Lysine
N0000178932	Lysine Acetate
N0000192982	Lysine Acetyltransferases
N0000167592	Lysine Carboxypeptidase
N0000178933	Lysine Hydrochloride
N0000167779	Lysine-tRNA Ligase
N0000170236	Lysinoalanine
N0000168637	Lysophosphatidylcholines
N0000167631	Lysophospholipase
N0000168636	Lysophospholipids
N0000192344	Lysosomal Acid Cholesterol Esterase
N0000171273	Lysosomal-Associated Membrane Protein 1
N0000171283	Lysosomal-Associated Membrane Protein 2
N0000183506	Lysosomal-Associated Membrane Protein 3
N0000169189	Lysosome-Associated Membrane Glycoproteins
N0000167551	Lysostaphin
N0000011330	Macrocyclic Compounds
N0000169394	Macroglobulins
N0000007529	Macrolides
N0000167471	Macromolecular Substances
N0000170934	Macrophage Colony-Stimulating Factor
N0000171243	Macrophage Inflammatory Proteins
N0000170412	Macrophage Migration-Inhibitory Factors
N0000168741	Macrophage-1 Antigen
N0000011344	Macrophage-Activating Factors
N0000191080	Macular Pigment
N0000189478	Mad2 Proteins
N0000169936	MADS Domain Proteins
N0000169857	Maf Transcription Factors
N0000169858	Maf Transcription Factors, Large
N0000169903	Maf Transcription Factors, Small
N0000169859	MafB Transcription Factor
N0000006329	Mafenide
N0000178934	Mafenide Acetate
N0000169906	MafF Transcription Factor
N0000169904	MafG Transcription Factor
N0000169905	MafK Transcription Factor
N0000178673	Magainins
N0000006218	magaldrate
N0000006335	Magnesium
N0000006067	magnesium carbonate
N0000007198	Magnesium Chloride
N0000006636	magnesium citrate
N0000007803	Magnesium Compounds
N0000006344	Magnesium Hydroxide
N0000006347	Magnesium Oxide
N0000179169	magnesium phosphate
N0000005042	Magnesium Salicylate
N0000007817	Magnesium Silicates
N0000006351	Magnesium Sulfate
N0000179170	magnesium trisilicate
N0000182084	Magnetite Nanoparticles
N0000170878	Malaria Vaccines
N0000167959	Malate Dehydrogenase
N0000167994	Malate Dehydrogenase (NADP+)
N0000168150	Malate Synthase
N0000008226	Malates
N0000006399	Malathion
N0000166721	Maleates
N0000167140	Maleic Anhydrides
N0000167111	Maleic Hydrazide
N0000167051	Maleimides
N0000179171	malic acid
N0000167895	Malonate-Semialdehyde Dehydrogenase (Acetylating)
N0000166718	Malonates
N0000166843	Malondialdehyde
N0000170828	Malonyl Coenzyme A
N0000179172	maltodextrin
N0000007144	Maltose
N0000182119	Maltose-Binding Proteins
N0000183549	Mammaglobin A
N0000183495	Mammaglobin B
N0000008084	Mandelic Acids
N0000166772	Maneb
N0000007194	Manganese
N0000179173	manganese chloride
N0000007531	Manganese Compounds
N0000179174	manganese dioxide
N0000179175	manganese oxide
N0000179176	manganese sulfate
N0000008094	Mannans
N0000166791	Mannich Bases
N0000007229	Mannitol
N0000167973	Mannitol Dehydrogenases
N0000168554	Mannitol Phosphates
N0000168503	Mannoheptulose
N0000166338	Mannomustine
N0000168495	Mannose
N0000168088	Mannose-6-Phosphate Isomerase
N0000169166	Mannose-Binding Lectin
N0000169165	Mannose-Binding Lectins
N0000169297	Mannose-Binding Protein-Associated Serine Proteases
N0000168548	Mannosephosphates
N0000167727	Mannosidases
N0000168445	Mannosides
N0000167716	Mannosyl-Glycoprotein Endo-beta-N-Acetylglucosaminidase
N0000168326	Mannosyltransferases
N0000170603	MAP Kinase Kinase 1
N0000170602	MAP Kinase Kinase 2
N0000170601	MAP Kinase Kinase 3
N0000170607	MAP Kinase Kinase 4
N0000170604	MAP Kinase Kinase 5
N0000170605	MAP Kinase Kinase 6
N0000170606	MAP Kinase Kinase 7
N0000170480	MAP Kinase Kinase Kinase 1
N0000170477	MAP Kinase Kinase Kinase 2
N0000170482	MAP Kinase Kinase Kinase 3
N0000170479	MAP Kinase Kinase Kinase 4
N0000170481	MAP Kinase Kinase Kinase 5
N0000170472	MAP Kinase Kinase Kinases
N0000007296	Maprotiline
N0000179594	Maprotiline Hydrochloride
N0000179791	maraviroc
N0000170904	Marek Disease Vaccines
N0000007320	Margarine
N0000171396	Marine Toxins
N0000182078	MART-1 Antigen
N0000185667	MARVEL Domain Containing 2 Protein
N0000185705	MARVEL Domain-Containing Proteins
N0000179680	Masoprocol
N0000192964	Mastic Resin
N0000192946	Mating Factor
N0000189479	Matrilin Proteins
N0000169226	Matrix Attachment Region Binding Proteins
N0000167549	Matrix Metalloproteinase 1
N0000175154	Matrix Metalloproteinase 10
N0000175152	Matrix Metalloproteinase 11
N0000175153	Matrix Metalloproteinase 12
N0000175151	Matrix Metalloproteinase 13
N0000175157	Matrix Metalloproteinase 14
N0000175158	Matrix Metalloproteinase 15
N0000175156	Matrix Metalloproteinase 16
N0000175159	Matrix Metalloproteinase 17
N0000167545	Matrix Metalloproteinase 2
N0000175150	Matrix Metalloproteinase 20
N0000167546	Matrix Metalloproteinase 3
N0000167548	Matrix Metalloproteinase 7
N0000167550	Matrix Metalloproteinase 8
N0000167547	Matrix Metalloproteinase 9
N0000167544	Matrix Metalloproteinases
N0000175155	Matrix Metalloproteinases, Membrane-Associated
N0000175149	Matrix Metalloproteinases, Secreted
N0000171013	Maturation-Promoting Factor
N0000168425	Maytansine
N0000006393	Mazindol
N0000170910	Measles Vaccine
N0000170911	Measles-Mumps-Rubella Vaccine
N0000185017	Meat Proteins
N0000006419	Mebendazole
N0000006424	Mecamylamine
N0000006427	Mechlorethamine
N0000179557	Mechlorethamine Hydrochloride
N0000006431	Meclizine
N0000179424	Meclizine Hydrochloride
N0000179775	Meclofenamate
N0000178935	Meclofenamate Sodium
N0000006432	Meclofenamic Acid
N0000166682	Meclofenoxate
N0000179178	mecobalamin
N0000166925	Medazepam
N0000167067	Medetomidine
N0000180227	Mediator Complex
N0000180218	Mediator Complex Subunit 1
N0000168450	Medigoxin
N0000167427	Medrogestone
N0000007789	Medroxyprogesterone
N0000007209	Medroxyprogesterone Acetate
N0000006591	medrysone
N0000189476	MEF2 Transcription Factors
N0000007264	Mefenamic Acid
N0000006467	Mefloquine
N0000179460	Mefloquine Hydrochloride
N0000166872	Mefruside
N0000169053	Megacins
N0000007795	Megestrol
N0000007488	Megestrol Acetate
N0000177908	meglitinide
N0000007289	Meglumine
N0000179179	meglumine iodamide
N0000179180	meglumine iodipamide
N0000166734	Meglutol
N0000171237	Melanins
N0000175138	Melanocortins
N0000170377	Melanocyte-Stimulating Hormones
N0000182129	Melanoma-Specific Antigens
N0000166777	Melarsoprol
N0000010145	Melatonin
N0000167430	Melengestrol Acetate
N0000168512	Melibiose
N0000171466	Melitten
N0000005948	meloxicam
N0000007351	Melphalan
N0000010349	Memantine
N0000168691	Membrane Fusion Proteins
N0000011432	Membrane Glycoproteins
N0000007818	Membrane Lipids
N0000008286	Membrane Proteins
N0000011433	Membrane Transport Proteins
N0000171563	Membranes, Artificial
N0000006350	menadiol
N0000166253	Mendelevium
N0000179181	meningococcal group A polysaccharide
N0000179182	meningococcal group C polysaccharide
N0000170889	Meningococcal Vaccines
N0000168462	Menogaril
N0000011322	Menotropins
N0000006384	Menthol
N0000168423	Mepartricin
N0000006387	Meperidine
N0000179492	Meperidine Hydrochloride
N0000166815	Mephenesin
N0000006392	Mephentermine
N0000179425	Mephentermine Sulfate
N0000006396	Mephenytoin
N0000006398	Mephobarbital
N0000006401	Mepivacaine
N0000179632	Mepivacaine Hydrochloride
N0000006413	Meprobamate
N0000167248	Meptazinol
N0000179446	Mepyramine Maleate
N0000179021	mequinol
N0000006414	Merbromin
N0000166823	Mercaptoethanol
N0000007974	Mercaptoethylamines
N0000166762	Mercuribenzoates
N0000007976	Mercuric Chloride
N0000179183	mercuric chloride, ammoniated
N0000006469	mercuric oxide
N0000166254	Mercury
N0000007831	Mercury Compounds
N0000166119	Mercury Isotopes
N0000166120	Mercury Radioisotopes
N0000005066	meropenem
N0000171165	Merozoite Surface Protein 1
N0000166758	Mersalyl
N0000005766	Mesalamine
N0000166902	Mescaline
N0000007017	Mesna
N0000171200	Mesoporphyrins
N0000006525	Mesoridazine
N0000167465	Mesterolone
N0000006531	Mestranol
N0000007998	Mesylates
N0000185688	meta-Aminobenzoates
N0000171553	Metal Ceramic Alloys
N0000180255	Metallochaperones
N0000011381	Metalloendopeptidases
N0000167585	Metalloexopeptidases
N0000182063	Metalloids
N0000007985	Metalloporphyrins
N0000007987	Metalloproteases
N0000169013	Metalloproteins
N0000169014	Metallothionein
N0000008237	Metals
N0000007991	Metals, Alkali
N0000007992	Metals, Alkaline Earth
N0000008098	Metals, Heavy
N0000008004	Metals, Light
N0000007993	Metals, Rare Earth
N0000166513	Metanephrine
N0000006698	Metaproterenol
N0000178936	Metaproterenol Sulfate
N0000006621	Metaraminol
N0000178937	Metaraminol Bitartrate
N0000006436	metaxalone
N0000167294	Metergoline
N0000006631	Metformin
N0000006120	Methacholine Chloride
N0000007995	Methacholine Compounds
N0000166735	Methacrylates
N0000006647	Methacycline
N0000006650	Methadone
N0000179662	Methadone Hydrochloride
N0000006653	Methadyl Acetate
N0000166463	Methallibure
N0000006656	Methamphetamine
N0000179427	Methamphetamine Hydrochloride
N0000006658	Methandriol
N0000006660	Methandrostenolone
N0000166383	Methane
N0000007433	Methanol
N0000006958	methantheline
N0000007311	Methapyrilene
N0000166928	Methaqualone
N0000006066	metharbital
N0000007315	Methazolamide
N0000007314	methdilazine
N0000170013	Methemalbumin
N0000170067	Methemoglobin
N0000007322	Methenamine
N0000179184	methenamine hippurate
N0000179567	methenamine mandelate
N0000167467	Methenolone
N0000167695	Methenyltetrahydrofolate Cyclohydrolase
N0000007337	Methicillin
N0000179727	Methicillin Sodium
N0000007339	Methimazole
N0000166707	Methiocarb
N0000007345	Methionine
N0000168312	Methionine Adenosyltransferase
N0000180241	Methionine Sulfoxide Reductases
N0000170267	Methionine Sulfoximine
N0000167783	Methionine-tRNA Ligase
N0000185638	Methionyl Aminopeptidases
N0000167276	Methiothepin
N0000166961	Methisazone
N0000007365	Methocarbamol
N0000179584	Methocel
N0000007367	Methohexital
N0000179482	Methohexital Sodium
N0000166702	Methomyl
N0000167491	Methoprene
N0000007370	Methotrexate
N0000179751	Methotrexate Sodium
N0000007377	Methotrimeprazine
N0000007379	Methoxamine
N0000179633	Methoxamine Hydrochloride
N0000007393	Methoxsalen
N0000166329	Methoxychlor
N0000166964	Methoxydimethyltryptamines
N0000007396	Methoxyflurane
N0000166814	Methoxyhydroxyphenylglycol
N0000006594	methsuximide
N0000007400	Methyclothiazide
N0000179185	methyl anthranilate
N0000166318	Methyl Chloride
N0000008119	Methyl Ethers
N0000166537	Methyl Green
N0000166483	Methyl Methanesulfonate
N0000166799	Methyl n-Butyl Ketone
N0000179190	methyl nicotinate
N0000166451	Methyl Parathion
N0000005969	methyl salicylate
N0000192947	Methyl-Accepting Chemotaxis Proteins
N0000169247	Methyl-CpG-Binding Protein 2
N0000008122	Methylamines
N0000175512	Methylated Sulfonamides
N0000166311	Methylazoxymethanol Acetate
N0000179186	methylbenzethonium chloride
N0000007427	Methylcellulose
N0000167351	Methylcholanthrene
N0000166540	Methyldimethylaminoazobenzene
N0000007448	Methyldopa
N0000007449	Methylene Blue
N0000007453	Methylene Chloride
N0000179187	methylene diphosphonate
N0000166536	Methylenebis(chloroaniline)
N0000167885	Methylenetetrahydrofolate Dehydrogenase (NAD+)
N0000167878	Methylenetetrahydrofolate Dehydrogenase (NADP)
N0000169060	Methylenetetrahydrofolate Reductase (NADPH2)
N0000007462	Methylergonovine
N0000179466	Methylergonovine Maleate
N0000179188	methylethyl ketone
N0000168473	Methylgalactosides
N0000168434	Methylglucosides
N0000168419	Methylglycosides
N0000166584	Methylguanidine
N0000167070	Methylhistamines
N0000170244	Methylhistidines
N0000166558	Methylhydrazines
N0000167900	Methylmalonate-Semialdehyde Dehydrogenase (Acylating)
N0000166719	Methylmalonic Acid
N0000168054	Methylmalonyl-CoA Decarboxylase
N0000168120	Methylmalonyl-CoA Mutase
N0000168446	Methylmannosides
N0000166756	Methylmercury Compounds
N0000006825	Methylmethacrylate
N0000007494	Methylmethacrylates
N0000179189	methylnaltrexone
N0000166746	Methylnitronitrosoguanidine
N0000166755	Methylnitrosourea
N0000179191	methylparaben
N0000167288	Methylphenazonium Methosulfate
N0000005717	Methylphenidate
N0000179634	Methylphenidate Hydrochloride
N0000005719	Methylprednisolone
N0000179565	methylprednisolone acetate
N0000011292	Methylprednisolone Hemisuccinate
N0000179635	Methylprednisolone Sodium Succinate
N0000005721	Methyltestosterone
N0000170643	Methylthioinosine
N0000167179	Methylthiouracil
N0000010376	Methyltransferases
N0000007502	Methyltyrosines
N0000166300	Methylurea Compounds
N0000179192	methylxanthine
N0000006955	methyprylon
N0000005744	Methysergide
N0000179636	Methysergide Maleate
N0000166467	Metiamide
N0000006183	Metipranolol
N0000170012	Metmyoglobin
N0000005745	Metoclopramide
N0000179726	Metoclopramide Hydrochloride
N0000005746	Metolazone
N0000007508	Metoprolol
N0000179668	Metoprolol Succinate
N0000179637	Metoprolol Tartrate
N0000167407	Metribolone
N0000005775	Metrizamide
N0000166655	Metrizoate
N0000005776	Metronidazole
N0000179428	Metronidazole Hydrochloride
N0000005777	Metyrapone
N0000179717	Metyrosine
N0000166679	Mevalonic Acid
N0000166421	Mevinphos
N0000006486	Mexiletine
N0000179524	Mexiletine Hydrochloride
N0000006487	Mezlocillin
N0000179429	Mezlocillin Sodium
N0000180225	Mi-2 Nucleosome Remodeling and Deacetylase Complex
N0000007637	Mianserin
N0000007008	Mibefradil
N0000179464	Mibefradil Dihydrochloride
N0000171605	micafungin
N0000175109	Micelles
N0000006565	Miconazole
N0000179312	Miconazole Nitrate
N0000167542	Microbial Collagenase
N0000167667	Micrococcal Nuclease
N0000179578	microcrystalline cellulose
N0000175106	Microcystins
N0000169429	Microfilament Proteins
N0000169986	Microphthalmia-Associated Transcription Factor
N0000170713	MicroRNAs
N0000169477	Microtubule Proteins
N0000169480	Microtubule-Associated Proteins
N0000006704	Midazolam
N0000179595	Midazolam Hydrochloride
N0000006709	Midodrine
N0000179679	Midodrine Hydrochloride
N0000006363	Mifepristone
N0000006442	miglitol
N0000010350	miglustat
N0000170357	Mikamycin
N0000179193	mild silver protein
N0000006754	Milk Proteins
N0000179785	milnacipran
N0000006546	Milrinone
N0000179560	Milrinone Lactate
N0000170223	Mimosine
N0000166281	Mineral Fibers
N0000006757	Mineral Oil
N0000183456	Mineral Waters
N0000007824	Minerals
N0000169938	Minichromosome Maintenance 1 Protein
N0000189453	Minichromosome Maintenance Complex Component 2
N0000189440	Minichromosome Maintenance Complex Component 3
N0000189461	Minichromosome Maintenance Complex Component 4
N0000189441	Minichromosome Maintenance Complex Component 5
N0000189442	Minichromosome Maintenance Complex Component 6
N0000189438	Minichromosome Maintenance Complex Component 7
N0000189445	Minichromosome Maintenance Complex Component 8
N0000189446	Minichromosome Maintenance Complex Component 9
N0000189495	Minichromosome Maintenance Proteins
N0000007444	Minocycline
N0000178938	Minocycline Hydrochloride
N0000171091	Minor Histocompatibility Antigens
N0000171194	Minor Lymphocyte Stimulatory Antigens
N0000007452	Minoxidil
N0000168430	Miocamycin
N0000166323	Mirex
N0000006992	mirtazapine
N0000193059	Mismatch Repair Endonuclease PMS2
N0000167077	Misonidazole
N0000007402	Misoprostol
N0000168408	Mitobronitol
N0000169659	Mitochondrial ADP, ATP Translocases
N0000169407	Mitochondrial Membrane Transport Proteins
N0000169406	Mitochondrial Proteins
N0000169700	Mitochondrial Proton-Translocating ATPases
N0000189484	Mitochondrial Trifunctional Protein
N0000189458	Mitochondrial Trifunctional Protein, alpha Subunit
N0000189456	Mitochondrial Trifunctional Protein, beta Subunit
N0000193146	Mitochondrial Uncoupling Proteins
N0000170531	Mitogen-Activated Protein Kinase 1
N0000170525	Mitogen-Activated Protein Kinase 10
N0000170535	Mitogen-Activated Protein Kinase 11
N0000170534	Mitogen-Activated Protein Kinase 12
N0000170537	Mitogen-Activated Protein Kinase 13
N0000170536	Mitogen-Activated Protein Kinase 14
N0000170532	Mitogen-Activated Protein Kinase 3
N0000170530	Mitogen-Activated Protein Kinase 6
N0000170529	Mitogen-Activated Protein Kinase 7
N0000170526	Mitogen-Activated Protein Kinase 8
N0000170527	Mitogen-Activated Protein Kinase 9
