"","Drug1","Drug2","Source","Object","Precipitant"
"2039","DB01359","DB00381","ONC-NonInteruptive","Penbutolol","Amlodipine"
"2040","DB00261","DB00443","ONC-NonInteruptive","Anagrelide","Betamethasone"
"2041","DB00533","DB00612","ONC-NonInteruptive","Rofecoxib","Bisoprolol"
"2042","DB00261","DB00959","ONC-NonInteruptive","Anagrelide","Methylprednisolone"
"2043","DB01129","DB01110","ONC-NonInteruptive","Rabeprazole","Miconazole"
"2044","DB00877","DB00635","ONC-NonInteruptive","Sirolimus","Prednisone"
"2045","DB00001","DB01098","ONC-NonInteruptive","Lepirudin","Rosuvastatin"
"2046","DB01050","DB00489","ONC-NonInteruptive","Ibuprofen","Sotalol"
"2047","DB00373","DB06724","ONC-NonInteruptive","Timolol","Calcium carbonate"
"2048","DB01583","DB06724","ONC-NonInteruptive","Liotrix","Calcium carbonate"
"2049","DB06723","DB01234","ONC-NonInteruptive","Aluminum hydroxide","Dexamethasone"
"2050","DB01590","DB00959","ONC-NonInteruptive","Everolimus","Methylprednisolone"
"2051","DB01109","DB00959","ONC-NonInteruptive","Heparin","Methylprednisolone"
"2052","DB01399","DB01580","ONC-NonInteruptive","Salsalate","Oxprenolol"
"2053","DB00606","DB00554","ONC-NonInteruptive","Cyclothiazide","Piroxicam"
"2054","DB01324","DB00881","ONC-NonInteruptive","Polythiazide","Quinapril"
"2055","DB00784","DB00489","ONC-NonInteruptive","Mefenamic acid","Sotalol"
"2056","DB00999","DB00500","ONC-NonInteruptive","Hydrochlorothiazide","Tolmetin"
"2057","DB00001","DB00620","ONC-NonInteruptive","Lepirudin","Triamcinolone"
"2058","DB00580","DB00866","ONC-NonInteruptive","Valdecoxib","Alprenolol"
"2059","DB00612","DB06724","ONC-NonInteruptive","Bisoprolol","Calcium carbonate"
"2060","DB06695","DB01234","ONC-NonInteruptive","Dabigatran etexilate","Dexamethasone"
"2061","DB00492","DB00712","ONC-NonInteruptive","Fosinopril","Flurbiprofen"
"2062","DB00264","DB01583","ONC-NonInteruptive","Metoprolol","Liotrix"
"2063","DB00999","DB06725","ONC-NonInteruptive","Hydrochlorothiazide","Lornoxicam"
"2064","DB00790","DB06709","ONC-NonInteruptive","Perindopril","Methacholine"
"2065","DB00328","DB04861","ONC-NonInteruptive","Indomethacin","Nebivolol"
"2066","DB00606","DB00790","ONC-NonInteruptive","Cyclothiazide","Perindopril"
"2067","DB00294","DB00860","ONC-NonInteruptive","Etonogestrel","Prednisolone"
"2068","DB00880","DB01399","ONC-NonInteruptive","Chlorothiazide","Salsalate"
"2069","DB00939","DB00195","ONC-NonInteruptive","Meclofenamic acid","Betaxolol"
"2070","DB00839","DB00722","ONC-NonInteruptive","Tolazamide","Lisinopril"
"2071","DB01324","DB00939","ONC-NonInteruptive","Polythiazide","Meclofenamic acid"
"2072","DB00866","DB00622","ONC-NonInteruptive","Alprenolol","Nicardipine"
"2073","DB00448","DB01007","ONC-NonInteruptive","Lansoprazole","Tioconazole"
"2074","DB01324","DB01197","ONC-NonInteruptive","Polythiazide","Captopril"
"2075","DB00482","DB00521","ONC-NonInteruptive","Celecoxib","Carteolol"
"2076","DB01021","DB00712","ONC-NonInteruptive","Trichlormethiazide","Flurbiprofen"
"2077","DB00304","DB00959","ONC-NonInteruptive","Desogestrel","Methylprednisolone"
"2078","DB01399","DB04861","ONC-NonInteruptive","Salsalate","Nebivolol"
"2079","DB01009","DB00571","ONC-NonInteruptive","Ketoprofen","Propranolol"
"2080","DB01583","DB00641","ONC-NonInteruptive","Liotrix","Simvastatin"
"2081","DB00461","DB00373","ONC-NonInteruptive","Nabumetone","Timolol"
"2082","DB00814","DB00866","ONC-NonInteruptive","Meloxicam","Alprenolol"
"2083","DB06725","DB00335","ONC-NonInteruptive","Lornoxicam","Atenolol"
"2084","DB01009","DB00612","ONC-NonInteruptive","Ketoprofen","Bisoprolol"
"2085","DB00939","DB00187","ONC-NonInteruptive","Meclofenamic acid","Esmolol"
"2086","DB00278","DB00180","ONC-NonInteruptive","Argatroban","Flunisolide"
"2087","DB00261","DB00741","ONC-NonInteruptive","Anagrelide","Hydrocortisone"
"2088","DB00436","DB00790","ONC-NonInteruptive","Bendroflumethiazide","Perindopril"
"2089","DB00465","DB01297","ONC-NonInteruptive","Ketorolac","Practolol"
"2090","DB06228","DB00175","ONC-NonInteruptive","Rivaroxaban","Pravastatin"
"2091","DB00443","DB00545","ONC-NonInteruptive","Betamethasone","Pyridostigmine"
"2092","DB00178","DB00580","ONC-NonInteruptive","Ramipril","Valdecoxib"
"2093","DB00999","DB00580","ONC-NonInteruptive","Hydrochlorothiazide","Valdecoxib"
"2094","DB00881","DB00861","ONC-NonInteruptive","Quinapril","Diflunisal"
"2095","DB00492","DB01029","ONC-NonInteruptive","Fosinopril","Irbesartan"
"2096","DB04861","DB00279","ONC-NonInteruptive","Nebivolol","Liothyronine"
"2097","DB00584","DB00678","ONC-NonInteruptive","Enalapril","Losartan"
"2098","DB00584","DB00784","ONC-NonInteruptive","Enalapril","Mefenamic acid"
"2099","DB00881","DB06709","ONC-NonInteruptive","Quinapril","Methacholine"
"2100","DB01580","DB01054","ONC-NonInteruptive","Oxprenolol","Nitrendipine"
"2101","DB06725","DB00489","ONC-NonInteruptive","Lornoxicam","Sotalol"
